"location","time","solar","power","surplus","demand","insolation","temperature","count_solar","count_power","count_surplus"
valor00002,1626715800000,,0,0,,,,,17,17
valor00002,1626717600000,,0,0,,,,,30,30
valor00002,1626719400000,,0,0,,,,,30,30
valor00002,1626721200000,,0,0,,,,,30,30
valor00002,1626723000000,,0,0,,,,,30,30
valor00002,1626724800000,,0,0,,,,,30,30
valor00002,1626726600000,,0,0,,,,,30,30
valor00002,1626728400000,,0,0,,,,,30,30
valor00002,1626730200000,,0,0,,,,,30,30
valor00002,1626732000000,,0,0,,,,,30,30
valor00002,1626733800000,,0,0,,,,,30,30
valor00002,1626735600000,,0,0,,,,,30,30
valor00002,1626737400000,,0,0,,,,,30,30
valor00002,1626739200000,,0,0,,,,,30,30
valor00002,1626741000000,,0,0,,,,,30,30
valor00002,1626742800000,,0,0,,,,,30,30
valor00002,1626744600000,,0,0,,,,,30,30
valor00002,1626746400000,,0,0,,,,,30,30
valor00002,1626748200000,,0,0,,,,,30,30
valor00002,1626750000000,,0,0,,,,,30,30
valor00002,1626751800000,,0,0,,,,,30,30
valor00002,1626753600000,,0,0,,,,,30,30
valor00002,1626755400000,,0,0,,,,,30,30
valor00002,1626757200000,,0,0,,,,,30,30
valor00002,1626759000000,,0,0,,,,,30,30
valor00002,1626760800000,,0,0,,,,,30,30
valor00002,1626762600000,,0,0,,,,,30,30
valor00002,1626764400000,,0,0,,,,,30,30
valor00002,1626766200000,,0,0,,,,,30,30
valor00002,1626768000000,,0,0,,,,,30,30
valor00002,1626769800000,,0,0,,,,,30,30
valor00002,1626771600000,,0,0,,,,,30,30
valor00002,1626773400000,,0,0,,,,,30,30
valor00002,1626775200000,,0,0,,,,,30,30
valor00002,1626777000000,,0,0,,,,,30,30
valor00002,1626778800000,,0,0,,,,,30,30
valor00002,1626780600000,,0,0,,,,,30,30
valor00002,1626782400000,,0,0,,,,,30,30
valor00002,1626784200000,,0,0,,,,,30,30
valor00002,1626786000000,,0,0,,,,,30,30
valor00002,1626787800000,,0,0,,,,,30,30
valor00002,1626789600000,,0,0,,,,,30,30
valor00002,1626791400000,,0,0,,,,,30,30
valor00002,1626793200000,,0,0,,,,,30,30
valor00002,1626795000000,,0,0,,,,,30,30
valor00002,1626796800000,,0,0,,,,,30,30
valor00002,1626798600000,,0,0,,,,,30,30
valor00002,1626800400000,,0,0,,,,,30,30
valor00002,1626802200000,,0,0,,,,,30,30
valor00002,1626804000000,,0,0,,,,,30,30
valor00002,1626805800000,,0,0,,,,,30,30
valor00002,1626807600000,,0,0,,,,,30,30
valor00002,1626809400000,,0,0,,,,,30,30
valor00002,1626811200000,,0,0,,,,,30,30
valor00002,1626813000000,,0,0,,,,,30,30
valor00002,1626814800000,,0,0,,,,,30,30
valor00002,1626816600000,,0,0,,,,,30,30
valor00002,1626818400000,,0,0,,,,,30,30
valor00002,1626820200000,,0,0,,,,,30,30
valor00002,1626822000000,,0,0,,,,,30,30
valor00002,1626823800000,,0,0,,,,,30,30
valor00002,1626825600000,,0,0,,,,,30,30
valor00002,1626827400000,,0,0,,,,,30,30
valor00002,1626829200000,,0,0,,,,,30,30
valor00002,1626831000000,,0,0,,,,,30,30
valor00002,1626832800000,,0,0,,,,,30,30
valor00002,1626834600000,,0,0,,,,,30,30
valor00002,1626836400000,,0,0,,,,,30,30
valor00002,1626838200000,,0,0,,,,,30,30
valor00002,1626840000000,,0,0,,,,,30,30
valor00002,1626841800000,,0,0,,,,,30,30
valor00002,1626843600000,,0,0,,,,,30,30
valor00002,1626845400000,,0,0,,,,,30,30
valor00002,1626847200000,,0,0,,,,,30,30
valor00002,1626849000000,,0,0,,,,,30,30
valor00002,1626850800000,,0,0,,,,,30,30
valor00002,1626852600000,,0,0,,,,,30,30
valor00002,1626854400000,,0,0,,,,,30,30
valor00002,1626856200000,,0,0,,,,,30,30
valor00002,1626858000000,,0,0,,,,,30,30
valor00002,1626859800000,,0,0,,,,,30,30
valor00002,1626861600000,,0,0,,,,,30,30
valor00002,1626863400000,,0,0,,,,,30,30
valor00002,1626865200000,,0,0,,,,,30,30
valor00002,1626867000000,,0,0,,,,,30,30
valor00002,1626868800000,,0,0,,,,,30,30
valor00002,1626870600000,,0,0,,,,,30,30
valor00002,1626872400000,,0,0,,,,,30,30
valor00002,1626874200000,,0,0,,,,,30,30
valor00002,1626876000000,,0,0,,,,,30,30
valor00002,1626877800000,,0,0,,,,,30,30
